id,name,platform_id,logo,description,created_at,website
14524,"Konami Digital Entertainment GmbH",5,None,None,"2014-02-02 09:18:10.744999",None
14525,"Zoe Mode",5,None,None,"2014-02-02 09:22:37.913000",None
14526,Aurona,5,None,None,"2014-02-02 09:22:37.954999",None
14527,"Jet Black Games",5,None,None,"2014-02-02 09:25:12.653000",None
14528,"WXP Inc",12,None,None,"2014-02-02 09:28:42.956000",None
14529,G1M2,9,None,None,"2014-02-02 09:31:36.486000",None
14530,"Keen Games",6,None,None,"2014-02-02 09:38:50.104000",None
14531,"Syfy Kids",5,None,None,"2014-02-02 10:34:14.059999",None
14532,"Imagination Entertainment",5,None,None,"2014-02-02 10:54:23.256000",None
14533,Gravity-i,24,None,None,"2014-02-02 10:54:23.507999",None
14534,"4mm Games",5,None,None,"2014-02-02 11:05:40.253999",None
14535,"Asylum Entertainment",5,None,None,"2014-02-02 11:38:02.598000",None
14536,"Ironstone Partners",5,None,None,"2014-02-02 11:40:57.414000",None
14537,"Armor Project",5,None,None,"2014-02-02 12:03:05.003000",None
14538,"5th Cell",6,None,None,"2014-02-02 16:02:16.311000",None
14539,Agatsuma,37,None,None,"2014-02-02 16:04:44.068000",None
14540,"Play THQ",20,None,None,"2014-02-02 16:08:12.862999",None
14541,Enterbrain,5,None,None,"2014-02-02 16:44:03.832999",None
14542,"Supersonic Software",6,None,None,"2014-02-02 16:51:16.227999",None
14543,"Nintendo SPD Group No. 3",5,None,None,"2014-02-02 17:04:14.286999",None
14544,"Drinkbox Studios",6,https://images.igdb.com/igdb/image/upload//w7c9ee9nh1yujfn6frqh.png,"DrinkBox Studios is an independent Toronto-based video game developer. The company was founded in April of 2008 by a group of game industry veterans.

DrinkBox develops and publishes game products of its own. The companyâs objective is to release high-quality, innovative games.","2014-02-02 21:13:44.177000",http://www.drinkboxstudios.com
14545,"Vanguard Entertainment",6,None,None,"2014-02-02 21:19:12.283999",None
14546,"SCE San Diego Studios",48,https://images.igdb.com/igdb/image/upload//as3ue8ur2edmvbtpwflm.png,None,"2014-02-02 21:34:31.963999",http://sds.playstation.com/
14547,"Warhorse Studios",3,https://images.igdb.com/igdb/image/upload//tsxq1omgrpsjqxkjpkyu.png,"We are a new independent game development studio, currently working on open-world medieval RPG - Kingdom Come: Deliverance.","2014-02-02 21:47:30.947999",http://warhorsestudios.cz/
14548,"Deck13 Interactive",6,None,None,"2014-02-02 22:18:35.513999",None
14549,"Press Play",6,None,None,"2014-02-02 22:21:59.461999",None
14550,"EA Freestyle",5,None,None,"2014-02-03 20:18:10.986999",None
14551,Artoon,9,https://images.igdb.com/igdb/image/upload//qf1v5keuf2w78sr0u6hs.png,None,"2014-02-03 20:35:46.493000",None
14552,"Frozen North Productions",5,None,None,"2014-02-03 20:37:35.911999",None
14553,"Erbe Software S.A.",15,None,None,"2014-02-03 20:47:48.526000",None
14554,"Azeroth Inc.",13,None,None,"2014-02-03 20:50:57.171999",None
14555,"DIC Entertainment",7,None,None,"2014-02-03 20:53:20.835000",None
14556,"Vision Media Engineering",7,None,None,"2014-02-03 20:56:16.375000",None
14557,"Light and Shadow Productions",24,None,None,"2014-02-03 21:00:06.576999",None
14558,"Hip Games",6,None,None,"2014-02-03 21:02:05.539999",None
14559,"KO Software",6,None,None,"2014-02-03 21:02:05.585000",None
14560,"HME Inc",6,None,None,"2014-02-03 21:14:06.206000",None
14561,"Toolbox Design",6,None,None,"2014-02-03 21:14:06.247999",None
14562,"MotiveTime Ltd",6,None,None,"2014-02-03 21:14:06.302000",None
14563,"XSEED Games",37,https://images.igdb.com/igdb/image/upload//n4aouhsvfevo3jppxmyu.png,"XSEED Games (officially Marvelous USA, Inc.) is a video game publishing, localization, and distribution company founded by former members of Square Enix USA and a subsidiary of the Japanese Marvelous group. Their goal is to bring high-quality interactive entertainment to the North American market. They provide sales services for video games and related materials, as well as marketing support services mainly for Japanese corporations looking to market general consumer goods on the North American market.","2014-02-03 21:37:33.063999",http://xseedgames.com/
14564,"Gammick Entertainment",5,None,None,"2014-02-03 21:45:54.107000",None
14565,"Freedom Factory",6,None,None,"2014-02-03 21:45:54.142999",None
14566,Phosphor,6,None,None,"2014-02-04 09:56:06.687000",None
14567,"Funbox Media",5,None,None,"2014-02-04 09:59:24.832999",None
14568,"Zushi Games",6,https://images.igdb.com/igdb/image/upload//xeyxrngj671od7dpicbm.png,None,"2014-02-04 09:59:24.875000",None
14569,"Eko System",5,None,None,"2014-02-04 10:01:50.990000",None
14570,"Rocket Company",5,None,None,"2014-02-04 19:11:15.155999",None
14571,"Paramount Digital Entertainment",5,None,None,"2014-02-04 19:16:55.654999",None
14572,"Big Head Games",6,None,None,"2014-02-04 19:16:55.698999",None
14573,"Empty Clip Studios",6,https://images.igdb.com/igdb/image/upload//ugrlwdf3tntlxjxju6ku.png,None,"2014-02-04 19:28:22.345000",http://www.emptyclipstudios.com/
14574,"Popcorn Arcade",5,None,None,"2014-02-04 19:39:15.104000",None
14575,"IR Gurus",5,None,None,"2014-02-04 20:09:30.867000",None
14576,"Starfish SD",5,None,None,"2014-02-04 20:12:41.966000",None
14577,H.I.C.,5,None,None,"2014-02-04 20:33:19.292000",None
14578,"Headstrong Games",5,None,None,"2014-02-04 20:37:43.426000",None
14579,"Modern Dreams",5,None,None,"2014-02-04 20:37:43.464999",None
14580,"Game Invest",5,None,None,"2014-02-04 20:40:41.895999",None
14581,"Big Blue Bubble",5,None,None,"2014-02-05 15:42:28.969000",None
14582,Shade,7,None,None,"2014-02-05 16:07:47.579999",None
14583,"Secret Level",5,None,None,"2014-02-05 16:24:09.759999",None
14584,"Sega Studios San Francisco",5,None,None,"2014-02-05 16:28:37.895999",None
14585,Prope,9,None,None,"2014-02-05 16:32:06.596999",None
14586,"Game Sauce",5,None,None,"2014-02-05 16:40:10.387000",None
14587,"Sega Sammy",5,None,None,"2014-02-05 16:49:20.411999",None
14588,Redtribe,5,None,None,"2014-02-05 16:52:38.249000",None
14589,"AQ Interactive",9,https://images.igdb.com/igdb/image/upload//fmmbhjfnrekkltmwfxfn.png,"AQ Interactive was a Japanese video game developer and publisher. AQ stands for Artistic Quality. AQ Interactive and its subsidiaries produced games both under the AQ Interactive name, as well as developing for other publishers such as Microsoft Game Studios and Nintendo.","2014-02-05 16:56:42.934000",http://www.aqi.co.jp/
14590,Feelplus,12,https://images.igdb.com/igdb/image/upload//irlwzeely9yb8u9ovoq0.png,None,"2014-02-05 16:56:43.088000",None
14591,Xing,5,None,None,"2014-02-05 18:50:42.948999",None
14592,Shift,5,https://images.igdb.com/igdb/image/upload//fohlxddputzmzmvnkfvn.png,"A Japanese game developer that has worked with:
Apple Inc.
Square Enix
Sony Computer Entertainment, Inc.
Nintendo Co., Ltd
BANDAI NAMCO Games Inc","2014-02-05 19:03:28.700999",http://www.shift.gr.jp/
14593,"Games Foundation",5,None,None,"2014-02-05 19:24:10.479000",None
14594,Pixonauts,5,None,None,"2014-02-05 19:24:10.602999",None
14595,"Zoink Games",6,https://images.igdb.com/igdb/image/upload//hbmxqtrc89gh6xc7thiq.png,None,"2014-02-05 19:24:10.684999",http://www.zoinkgames.com/
14596,"SnapDragon Games",5,None,None,"2014-02-05 19:24:10.844000",None
14597,Mistwalker,12,None,None,"2014-02-05 19:42:07.878999",None
14598,"Genius Products",5,None,None,"2014-02-05 20:12:18.381000",None
14599,"Load Inc",6,None,None,"2014-02-06 09:54:52.220999",None
14600,"Micro Application S.A.",6,None,None,"2014-02-06 09:54:52.265000",None
14601,NanaOn-Sha,20,None,None,"2014-02-06 10:30:01.539000",None
14602,"Floor 84 Studio",5,None,None,"2014-02-06 10:33:54.288000",None
14603,"Scientifically Proven",5,None,None,"2014-02-06 10:33:54.325000",None
14604,"The Games Company",6,None,None,"2014-02-06 14:22:53.947000",None
14605,"Ignition Banbury",5,None,None,"2014-02-06 14:31:05.862999",None
14606,"Nazca Corporation",5,None,None,"2014-02-06 14:36:16.105000",None
14607,"Noise Factory",24,None,None,"2014-02-06 14:36:16.160000",None
14608,"Ubisoft Sao Paulo",5,None,None,"2014-02-06 14:47:02.812999",None
14609,"Red Entertainment",45,None,None,"2014-02-06 14:54:08.803999",None
14610,"Deep Fried Entertainment",9,None,None,"2014-02-06 15:02:25.582000",None
14611,"IE Institute",5,None,None,"2014-02-06 15:16:52.198999",None
14612,"Freebird Games",3,None,None,"2014-02-07 08:23:38.838000",None
14613,"SideQuest Studios",6,None,None,"2014-02-07 09:38:44.032999",None
14614,EastAsiaSoft,6,None,None,"2014-02-07 09:38:44.075000",None
14615,"Gamecock Media Group",5,None,None,"2014-02-07 11:19:55.299999",None
14616,Respondesign,5,None,None,"2014-02-07 11:28:49.651000",None
14617,W!Games,5,None,None,"2014-02-07 11:32:48.200000",None
14618,"Zero Point Software",3,None,None,"2014-02-07 11:41:16.851000",None
14619,Hitcents,6,None,None,"2014-02-07 11:51:56.096999",None
14620,"Katauri Interactive",6,None,None,"2014-02-07 12:23:56.769000",None
14621,"Big Fish Games",6,None,None,"2014-02-07 12:25:12.184999",None
14622,"Her Interactive",6,https://images.igdb.com/igdb/image/upload//oaoi3utipmhwf25bbwsx.png,None,"2014-02-07 12:45:04.128999",http://www.herinteractive.com/
14623,"InterWave Studious",6,None,None,"2014-02-07 12:57:23.698999",None
14624,"Daedalic Entertainment",6,https://images.igdb.com/igdb/image/upload//vwobxzreqe5qti6b4qsg.png,"publishes and develops high-quality online and offline games, with a strong focus on engaging narratives and compelling characters.


Based in beautiful Hamburg, Daedalic is one of Germanyâs most acclaimed and decorated publishers and developers, garnering numerous awards for adventure game milestones Edna &amp; Harvey: The Breakout, Deponia and The Dark Eye: Chains of Satinav. In its internal studio, Daedalic is currently developing a host of new and innovative games that include the upcoming english versions of The Night of the Rabbit,1954: Alcatraz and Goodbye Deponia, as well as several unannounced titles for PC, mobile devices, social networks and the browser.

As an active publisher of third-party content, Daedalic has released outstanding and unique games like Machinarium, Tales of Monkey Islandand Torchlight II, with a growing portfolio of excellent titles scheduled for 2013 and beyond.
Daedalic is also active as a consulting agency in a number of fields, including business development, marketing and PR, as well as the production of serious games.","2014-02-07 13:09:54.676000",http://www.daedalic.de/#1
14625,"The Fizz Factor",20,None,None,"2014-02-07 13:45:32.414999",None
14626,"Nunchuck Games",5,None,None,"2014-02-07 13:55:30.630000",None
14627,"Hydravision Entertainment",5,None,None,"2014-02-07 14:09:03.499000",None
14628,"Compile Heart",9,https://images.igdb.com/igdb/image/upload//ywb8hj8kcomzzzhvkwy3.png,"Compile Heart (æ ªå¼ä¼ç¤¾ã³ã³ãã¤ã«ãã¼ã) is a Japanese video game developer and publisher founded as a division of Idea Factory. The company was formerly managed by Compile's former executive Masamitsu ""Moo"" Niitani, most well known as the creator of the Madou Monogatari and Puyo Puyo series, before his retirement in December 2012. Compile Heart is primarily known for its Hyperdimension Neptunia and Record of Agarest War brands.","2014-02-07 21:35:28.160000",http://www.compileheart.com/
14629,"Hyper-Devbox Japan",9,None,None,"2014-02-07 21:35:28.198999",None
14630,ArtePiazza,5,https://images.igdb.com/igdb/image/upload//kngx0nzmxjh2pduarwfy.png,None,"2014-02-07 22:52:00.237999",http://www.artepiazza.com/
14631,Chillingo,3,None,None,"2014-02-07 22:56:19.444000",None
14632,"Namco Network",5,None,None,"2014-02-08 00:49:02.184000",None
14633,"Independent Arts Software",6,None,None,"2014-02-08 01:00:42.269999",None
14634,"Neopic BVBA",5,None,None,"2014-02-08 01:00:42.312999",None
14635,"Radon Labs",6,None,None,"2014-02-08 01:00:42.355999",None
14636,"Mere Mortals",5,None,None,"2014-02-08 01:05:52.875999",None
14637,"System Prisma",6,None,None,"2014-02-08 01:28:16.421000",None
14638,"NIS America",6,https://images.igdb.com/igdb/image/upload//kltxrldhcs8xsum9gs7b.png,"Nippon Ichi Software was founded in September 1991 in Gifu Prefecture, Japan, as an entertainment software company. It was relocated and reincorporated on July 12, 1993. Since then Nippon Ichi Software, Inc. has grown into an international company focused on creating video game products across modern console platforms. NIS America, Inc. subsidiary of Nippon Ichi Software, Inc. of Japan, established its North American operations on December 24, 2003. Based in Santa Ana, California, NIS America, Inc. handles operations including localization, marketing, and publishing of Nippon Ichi titles. The first game to be released in North America by NIS America was Phantom Brave.

NIS America was the result of the company's wish to focus on international publication of their works in the U.S., given the increased popularity of their titles. Prior to the creation of this subsidiary, NIS software titles that appeared in the U.S. were localized and distributed by outside publishers. Notable examples would be Disgaea: Hour of Darkness, published in North America by Atlus and in Europe by Koei, La Pucelle, published in North America by Mastiff Inc, and Rhapsody: A Musical Adventure which was also published in North America by Atlus. The publisher has become a somewhat of a well-known presence in the North American market, having won RPGLand's ""Stateside Publisher of the Year Award"" in 2009.","2014-02-08 01:28:16.460000",http://nisamerica.com/
14639,"Boomzap Entertainment",5,None,None,"2014-02-08 01:47:10.904000",None
14640,"Blazing Lizard",5,None,None,"2014-02-08 01:50:48.832999",None
14641,"EM Studios",5,None,None,"2014-02-08 02:23:57.811000",None
14642,"Brain Toys",5,None,None,"2014-02-08 02:26:26.019000",None
14643,"Epicenter Studios",5,None,None,"2014-02-08 08:36:58.269000",None
14644,"Kando Games",5,None,None,"2014-02-08 08:40:42.937999",None
14645,"Jack Of All Games",5,None,None,"2014-02-08 08:40:42.970999",None
14646,TNX,5,None,None,"2014-02-08 08:46:35.948999",None
14647,"SpiderMonk Entertainment",6,None,None,"2014-02-08 09:06:36.127000",None
14648,"HandMade Games",5,None,None,"2014-02-08 09:12:57.895999",None
14649,"Team Tachyon",9,None,None,"2014-02-08 09:24:20.619999",None
14650,"Kheops Studio",5,None,None,"2014-02-08 09:27:16.742000",None
14651,Screenlife,12,None,None,"2014-02-08 10:54:46.071000",None
14652,"Fusionsphere Systems",5,None,None,"2014-02-08 11:05:09.168999",None
14653,"Animation Arts",6,None,None,"2014-02-08 11:05:09.206000",None
14654,AM1,12,None,None,"2014-02-08 11:12:43.559999",None
14655,"Taitale Studios",0,None,None,"2014-02-08 11:30:49.513000",None
14656,Matchworks,0,None,None,"2014-02-08 20:07:06.532000",None
14657,"Neat Deal Productions",0,None,None,"2014-02-08 20:07:06.663000",None
14658,"Soundelux Design Music Group",0,None,None,"2014-02-08 20:07:06.888000",None
14659,Virtuous,0,None,None,"2014-02-08 20:07:08.569999",None
14660,"Ladyluck Digital Media",0,None,None,"2014-02-08 20:07:12.910000",None
14661,"Exigent Computer Software Inc.",0,None,None,"2014-02-08 20:07:15.630000",None
14662,"Original Force Ltd.",0,None,None,"2014-02-08 20:07:17.006000",None
14663,"Secret 6, Inc. & The Studio of Secret6, Inc.",0,None,None,"2014-02-08 20:07:21.211999",None
14664,"Red Hot CG Software Ltd.",0,None,None,"2014-02-08 20:07:23.131999",None
14665,"Sony Computer Entertainment Worldwide Studios",7,None,None,"2014-02-08 20:07:25.519999",None
14666,"Sony Computer Entertaintment Worldwide Studios America",6,None,None,"2014-02-08 20:07:25.608000",None
14667,"SCE Worldwide Studios Europe",9,None,None,"2014-02-08 20:08:39.937000",None
14668,"Sony Computer Entertainment Japan Asia",9,None,None,"2014-02-08 20:08:53.691999",None
14669,"Dolby Digital",0,None,None,"2014-02-08 20:09:23.255000",None
14670,"DTS Digital Surround 5.1",0,None,None,"2014-02-08 20:09:23.296000",None
14671,"",0,None,None,"2017-03-27 16:32:54.153740",None
14672,"The Sims Division",5,None,None,"2014-02-08 21:16:04.010999",None
14673,"ColdWood Interactive",5,None,None,"2014-02-08 21:23:04.128999",None
14674,Neoplay,5,None,None,"2014-02-08 21:27:06.667000",None
14675,"SNK Neogeo USA Consumer",8,None,None,"2014-02-08 21:44:14.789999",None
14676,"Alpha Denshi",19,None,None,"2014-02-08 21:44:14.970999",None
14677,Anaconda,6,None,None,"2014-02-09 13:21:16.430000",None
14678,"Detn8 Games",5,None,None,"2014-02-09 15:07:50.688999",None
14679,"Awesome Play",5,None,None,"2014-02-09 15:07:50.763999",None
14680,"ImPulse Games",5,None,None,"2014-02-09 15:50:34.421000",None
